id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44077,cosy comfortable Irish cottage twin,193005,Teresa,,Dn Laoghaire-Rathdown,53.29178,-6.25792,Private room,76,3,380,2025-06-01,2.19,2,42,39,
85156,Cosy Comfortable Irish Cottage  1 Double Bed,193005,Teresa,,Dn Laoghaire-Rathdown,53.29209,-6.25624,Private room,91,3,343,2025-06-01,2.00,2,54,40,
159889,Friendly Single Room,766611,Marie,,Dublin City,53.39027,-6.23547,Private room,45,2,450,2025-06-10,2.79,3,291,17,
162809,5.5 miles south of Dublin City :^),777681,Robbie,,Dn Laoghaire-Rathdown,53.28326,-6.19188,Private room,,2,393,2025-06-09,3.22,2,5,5,
165828,Pádraig Pearse apt. Kilmainham,790601,Timothy,,Dublin City,53.33744,-6.32363,Entire home/apt,256,3,84,2025-05-25,0.51,4,328,8,
165829,"The ""Michael Collins"" apartment",790601,Timothy,,Dublin City,53.33744,-6.32363,Entire home/apt,228,3,85,2025-01-21,0.52,4,141,3,
237465,Cozy 1 bed apt 10 mins to airport. total privacy,1245198,Amanda,,Dublin City,53.39558,-6.17524,Entire home/apt,74,1,581,2025-06-09,3.54,3,99,63,
245903,Single cosy bedroom in Lucan.,1289720,Sheila,,South Dublin,53.34596,-6.41719,Private room,30,30,49,2025-05-24,0.31,1,5,3,
266654,small & cosy room for short stays,1398274,Joanne,,Dublin City,53.39091,-6.29406,Private room,34,3,71,2023-05-23,0.46,1,17,0,
274969,Penthouse 2 Bed / 2 Bath in Historic Quarter,1269285,Andrew,,Dublin City,53.34415,-6.31578,Entire home/apt,151,4,2,2012-09-03,0.01,1,49,0,
292757,Old World Converted Stables with Swimming Pool.,1515549,Sarah,,Dublin City,53.36949,-6.34889,Entire home/apt,130,2,490,2025-06-07,3.15,1,152,43,
302554,Peaceful retreat for 5 - excellent location,1557844,Liam And Fiona,,Dublin City,53.35681,-6.29094,Entire home/apt,197,2,78,2025-06-02,0.48,8,246,3,
302634,Studio sleeps 2 city ctr 10 mins - Molly Malone,1557844,Liam And Fiona,,Dublin City,53.35681,-6.29094,Entire home/apt,105,2,178,2025-05-29,1.10,8,181,31,
333950,Best location in Dublin City Centre,1607393,Daragh,,Dublin City,53.341997210593505,-6.27368487417698,Private room,98,2,298,2025-06-09,1.86,2,6,16,
365854,Perfect Dublin | Residence・Romantic・Business,1847391,Diane,,Dublin City,53.35314,-6.25652,Entire home/apt,187,3,196,2025-05-13,1.22,1,204,8,
374792,"'Grace Gifford' cottage, Kilmainham",790601,Timothy,,Dublin City,53.33744,-6.32363,Entire home/apt,239,3,37,2025-03-19,0.23,4,128,1,
380174,★Seaside Modern ★ Walk Everywhere | Luxury Complex,1907867,Beth,,Dn Laoghaire-Rathdown,53.29521,-6.13692,Entire home/apt,180,13,12,2025-05-31,0.10,1,25,1,
419987,Stunning Victorian apartment slps 6 - James Joyce,1557844,Liam And Fiona,,Dublin City,53.35682,-6.29132,Entire home/apt,224,2,178,2025-03-31,1.16,8,249,8,
424596,Very Special Oval Georgian Studio,2110301,Karin,,Dublin City,53.355545,-6.258094,Entire home/apt,148,2,665,2025-05-24,4.20,4,117,40,
426326,Large room with double & single Bed,766611,Marie,,Dublin City,53.39027,-6.23547,Private room,125,1,267,2024-08-18,1.69,3,20,3,
427077,Unique Oval Georgian Studio Gr. Fl.,2110301,Karin,,Dublin City,53.35572,-6.25803,Entire home/apt,157,2,617,2025-05-28,3.86,4,147,36,
427495,Lovely attic room with double bed,766611,Marie,,Dublin City,53.39027,-6.23547,Private room,110,1,188,2024-09-01,1.21,3,337,2,
451611,Best location balcony St Patrick's view,1607393,Daragh,,Dublin City,53.3404,-6.27256,Entire home/apt,157,3,652,2025-06-07,4.11,2,125,56,
468082,"A little bit of country in the city, Fairy House",2115318,Siobhan,,South Dublin,53.35336,-6.44968,Private room,135,1,414,2025-06-08,2.66,3,295,42,
522667,"Interesting, Spacious Georgian Flat",2110301,Karin,,Dublin City,53.355545,-6.258094,Entire home/apt,148,2,543,2025-05-28,3.44,4,138,29,
526767,Designer Apt in the heart of Dublin,2340296,Dardo,,Dublin City,53.34752,-6.26393,Entire home/apt,180,2,700,2025-06-12,4.50,1,235,43,
587218,sunny double room in victorian home,2895736,James And Tom,,Dublin City,53.36405,-6.27351,Private room,90,2,320,2025-05-29,2.06,1,171,46,
592840,"Fairy House ,A little bit of country in the city",2115318,Siobhan,,South Dublin,53.35338,-6.44994,Private room,74,1,126,2025-06-05,0.81,3,335,30,
631270,Ringsend near city centre cosy room double bed,3125619,Freda,,Dublin City,53.34095,-6.23277,Private room,111,3,66,2025-05-09,0.61,2,78,10,
654589,City Centre Apartment | Temple Bar | Dublin Castle,3244025,Garrett,,Dublin City,53.34493,-6.26688,Entire home/apt,200,1,671,2025-06-02,4.31,2,120,36,
690119,Extensively Modernised Georgian House near Everything,3525420,Sarah,,Dn Laoghaire-Rathdown,53.29448,-6.24686,Entire home/apt,365,4,251,2025-05-31,1.72,1,102,18,
715205,Gracepark Guesthouse 1,3683952,Roy,,Dublin City,53.368837598173094,-6.249314785003654,Private room,,1,245,2025-05-29,1.59,3,329,136,
726011,Sunset Crag - Beautiful Apartment,3755932,Valerie,,Fingal,53.58175,-6.1226,Entire home/apt,146,2,227,2025-05-02,1.59,1,243,14,
726075,Chestnut view- 4* Rating Close to airport and city,3756388,Mary,,Dublin City,53.36973,-6.25788,Entire home/apt,125,21,4,2024-08-30,0.03,1,29,1,
736751,Gracepark Guesthouse 2,3683952,Roy,,Dublin City,53.36786925614428,-6.250431447766409,Private room,,1,113,2024-09-30,0.73,3,0,24,
736773,Gracepark Guesthouse 3,3683952,Roy,,Dublin City,53.37029,-6.25113,Private room,,1,79,2024-09-30,0.52,3,0,9,
742656,Camden Central. Dublin at your door,3888023,Daragh,,Dublin City,53.33387,-6.26429,Private room,70,2,495,2025-05-28,3.58,2,38,38,
869956,Bright double room in independent house near UCD,4584609,Silvia,,Dn Laoghaire-Rathdown,53.30456,-6.20356,Private room,,7,13,2024-12-13,0.09,3,0,2,
871174,Three single beds,4592908,Louise,,Dublin City,53.3678,-6.20609,Private room,62,1,363,2025-06-09,2.43,3,70,34,
872539,Contemporary Victorian cottage,4603565,Aida,,Dublin City,53.35789,-6.23813,Entire home/apt,298,3,164,2025-05-28,1.10,1,302,9,
998407,self contained cozy tot private near city & airpor,1245198,Amanda,,Dublin City,53.39622,-6.1756,Entire home/apt,64,1,350,2025-06-08,2.71,3,95,31,
999963,"City living with garden, park, canal, luas",5497230,Sarah And Johnny,,Dublin City,53.36193,-6.27423,Entire home/apt,405,7,11,2023-08-08,0.08,1,3,0,
1086416,"Cosy, self-contained, 1-bed space.",5971713,Eileen,,Dublin City,53.35846,-6.27528,Entire home/apt,136,3,297,2025-05-26,2.02,1,16,26,
1173029,Great house in vibrant Stoneybatter,3448346,Ian,,Dublin City,53.35107,-6.27992,Entire home/apt,320,3,505,2025-06-08,4.15,1,159,68,
1207950,Large 5 Star Prime South Dublin House,6593571,Dave & Ann,,Dn Laoghaire-Rathdown,53.28341,-6.24498,Entire home/apt,390,5,102,2025-06-02,0.71,1,65,10,
1255270,No1 friendly family home,6837751,Siobhan,,South Dublin,53.33883,-6.433,Private room,36,7,22,2024-10-01,0.15,2,257,3,
1270261,Old Country house,474328,James,,Fingal,53.5668,-6.31556,Private room,50,1,13,2023-08-13,0.10,1,316,0,
1299470,Large Georgian House @ Malahide Beach,6287304,Jonathan,,Fingal,53.44352,-6.13357,Entire home/apt,585,3,8,2025-05-31,1.33,1,281,8,
1364560,"Cosy double in Eclectic Arty home, near Guinness",6977448,Stephen,,Dublin City,53.33677,-6.28899,Private room,100,2,171,2025-05-25,1.19,2,9,12,
1407832,Near the sea Dublin family house,5818278,Therese,,Dn Laoghaire-Rathdown,53.29832,-6.17191,Entire home/apt,444,6,65,2024-08-10,0.45,1,30,1,
1466234,Single room,5940448,Elva,,Dublin City,53.32894,-6.30413,Private room,56,4,229,2025-06-08,1.59,1,140,30,
1478255,Country Cottage in the city,7910820,Michael,,Dublin City,53.343592510553115,-6.221619842327872,Entire home/apt,238,2,33,2025-06-09,2.19,1,312,24,
1510400,Spacious and Contemporary House,8066896,Ken,,Dublin City,53.32956,-6.32588,Entire home/apt,,100,8,2023-06-23,0.06,1,90,0,
1559929,Stephen's Green 1838 Villa - single,3745350,Natasha,,Dublin City,53.33514,-6.26772,Private room,85,2,66,2023-05-08,0.47,2,5,0,
1596451,"Stunning architectural home, sleeps 8, Dublin.",6219661,Sonya,,Dublin City,53.36205,-6.2442,Entire home/apt,1000,3,18,2025-03-18,0.13,1,347,1,
1600779,Stephen's Green 1838 Villa - double,3745350,Natasha,,Dublin City,53.33511,-6.26875,Private room,110,2,79,2025-05-11,0.57,2,55,3,
1711261,Kilmainham Lane Terrace,1390012,Andy,,Dublin City,53.34432,-6.29733,Entire home/apt,,7,15,2024-05-20,0.16,1,0,0,
1729959,Kim's House,9115187,Kim,,Dn Laoghaire-Rathdown,53.3065,-6.24719,Entire home/apt,215,5,8,2024-07-12,0.06,2,71,1,
1906221,"Great double room,Dublin",9084049,Jose&Vadym,,Dublin City,53.33688,-6.29419,Private room,138,2,602,2025-04-01,4.29,3,126,16,
1929739,Shared room in Dublin,9084049,Jose&Vadym,,Dublin City,53.33697,-6.29251,Shared room,,1,83,2022-10-21,0.59,3,0,0,
1943366,Exquisitely restored Victorian Flat - WB Yeats,1557844,Liam And Fiona,,Dublin City,53.35691,-6.29164,Entire home/apt,224,2,165,2025-06-10,1.22,8,269,9,
1963074,Private room with own entrance,10124896,Robyn,,Dublin City,53.39105,-6.27775,Private room,125,1,782,2025-06-11,5.91,1,33,63,
2026810,1 single cosy room in Ranelagh,6782586,Mary,,Dublin City,53.32338,-6.25333,Private room,58,3,384,2025-05-23,2.80,2,286,25,
2164444,Historic Oasis - Heart Of Dublin,11013512,Benjamin,,Dublin City,53.32889,-6.25116,Private room,91,2,567,2025-06-02,4.11,2,10,36,
2215722,Clontarf Dublin 3,11294447,Jim,,Dublin City,53.37106,-6.19743,Private room,,1,0,,,1,0,0,
2241137,A home away from home,4009786,Denise,,Dn Laoghaire-Rathdown,53.27925,-6.13324,Private room,97,1,20,2025-06-08,0.99,4,354,14,
2275065,Ideal stay for Aer Lingus Football Classic,8185903,Nicola And Eamon,,Dublin City,53.3254,-6.21863,Entire home/apt,1000,2,39,2017-07-11,0.28,1,3,0,
2283713,Camden St: Central 'n' Cosy,3888023,Daragh,,Dublin City,53.33408,-6.26463,Private room,79,2,370,2025-05-24,2.72,2,43,25,
2345315,Smart Modern Double Size Bedroom + own bathroom,11976922,Juliana,,Dublin City,53.37630245633504,-6.316897148631376,Private room,60,25,228,2023-01-02,1.88,3,213,0,
2371576,Cozy house for 4 people 30min from City centre,12115501,Anika,,South Dublin,53.27014,-6.33303,Entire home/apt,173,2,0,,,1,89,0,
2394893,Warm family home & garden in D9,12173057,Maeve & Ken,,Dublin City,53.39058,-6.24692,Private room,104,2,269,2025-06-01,2.00,3,235,21,
2415104,House in the heart of Dublin,5580678,Lex,,Dublin City,53.33364,-6.26584,Entire home/apt,360,5,287,2025-05-24,2.10,5,283,15,
2427857,Large family home and garden D9:,12173057,Maeve & Ken,,Dublin City,53.38949,-6.24701,Private room,102,2,273,2025-05-31,2.00,3,232,23,
2466169,Cozy Central Studio,11823727,Claudio,,Dublin City,53.34526,-6.28195,Entire home/apt,69,29,238,2024-05-20,1.76,1,24,0,
2471794,Elegant Victorian terrace house,12640966,Dorothy,,Dn Laoghaire-Rathdown,53.28651,-6.13422,Private room,110,2,166,2025-05-25,1.23,1,151,12,
2481147,Modern 3 Bed Duplex Apartment - Grand Canal,234243,Johnny,,Dublin City,53.34572554718805,-6.237455681499833,Entire home/apt,,3,34,2023-04-20,0.31,42,39,0,
2486255,"Fairy House, Lucan,Private Room for a Couple",2115318,Siobhan,,South Dublin,53.35191,-6.45039,Private room,100,1,5,2024-12-01,0.23,3,346,3,
2489550,"Stunning Temple Bar, City Apartment",12036741,Micheál,,Dublin City,53.3436,-6.2673,Entire home/apt,138,14,486,2025-05-04,3.62,20,125,8,
2574203,Small but perfectly formed,13054321,Conor,,Dublin City,53.34223,-6.33011,Private room,58,2,568,2025-06-06,4.15,1,291,72,
2657582,Bright Double Room in Penthouse Apartment near UCD,8331433,Karen,,Dublin City,53.31188,-6.24776,Private room,65,28,20,2024-11-04,0.15,1,202,2,
2686112,Central  Private double and bathroom,13748399,Antonio,,Dublin City,53.35322,-6.26188,Private room,110,3,92,2025-03-30,0.68,1,284,7,
2691951,Bright spacious mews in great location,11437558,Laura,,Dn Laoghaire-Rathdown,53.31019,-6.20477,Entire home/apt,320,2,114,2025-03-18,1.70,1,275,6,
2703497,"Seaside Hideaway, Dún Laoghaire",13811619,Padraig,,Dn Laoghaire-Rathdown,53.29444,-6.14328,Entire home/apt,,3,3,2022-09-18,0.08,1,0,0,
2734096,Double Room in the Docklands,11211199,Dave,,Dublin City,53.34374,-6.23594,Private room,200,3,23,2022-09-13,0.17,1,361,0,
2754860,A little piece of heaven,14091285,Bella,,Fingal,53.56683,-6.38358,Entire home/apt,750,7,6,2022-08-06,0.06,1,358,0,
2760521,Grand Canal Dock 1 bedroom,3846772,Sag,,Dublin City,53.346,-6.23933,Entire home/apt,,28,9,2025-05-07,0.07,8,2,3,
2770813,Family Room (1 Double & 1 Single bed),14169546,Maeve,,Dublin City,53.36417,-6.18684,Private room,120,1,225,2025-06-07,1.67,4,309,44,
2791857,Comfortable double room en-suite,12173057,Maeve & Ken,,Dublin City,53.38903,-6.24719,Private room,119,2,269,2025-06-02,2.02,3,166,18,
2820839,Beautiful Room in Parkside Retreat,14430869,Paula,,Dublin City,53.36064905517262,-6.306850255265841,Private room,,3,44,2025-06-02,0.37,1,1,1,
2850155,Sunny & Spacious Dun Laoghaire House Near The Sea,14413720,Alan,,Dn Laoghaire-Rathdown,53.28346,-6.13591,Entire home/apt,315,7,10,2024-08-25,0.29,1,31,6,
2874272,Studio with a view over Dublin city,1557844,Liam And Fiona,,Dublin City,53.35685,-6.29078,Entire home/apt,100,2,206,2025-04-16,1.58,8,148,21,
2903645,"Single bed, Dart 15 mins to City 4.6km, UCD 2km",14746247,Karen,,Dublin City,53.32136,-6.20679,Private room,,1,30,2024-09-03,0.22,2,0,2,
3009793,"""Parnell"" studio, Kilmainham",790601,Timothy,,Dublin City,53.33761,-6.32431,Entire home/apt,125,3,35,2025-02-04,0.27,4,141,1,
3012532,Unique beautiful beachfront property 1,15351872,Mary & Jason,,Fingal,53.52893,-6.0867,Entire home/apt,135,2,193,2025-05-30,1.44,4,267,25,
3031518,Luxury Double Room (en-suite),14169546,Maeve,,Dublin City,53.36238,-6.18458,Private room,120,1,108,2025-06-09,0.81,4,343,17,
3042183,Luxury Double  room (The Green Room),14169546,Maeve,,Dublin City,53.36297,-6.18643,Private room,125,1,66,2024-12-08,0.55,4,337,2,
3042237,Single room to let (The Green Room),14169546,Maeve,,Dublin City,53.3628,-6.18427,Private room,70,1,148,2025-06-07,1.41,4,325,32,
3096382,Temple Bar-Old City. Large Roof Terrace,15369809,Sean,,Dublin City,53.34525,-6.26582,Entire home/apt,300,4,344,2025-06-09,2.56,3,284,35,
3111610,3 Bedroom Zen Cottage in Vibrant Dublin 8,15812708,Mary,,Dublin City,53.3324654,-6.2781192,Entire home/apt,261,2,11,2024-08-29,0.97,1,28,11,
3137058,Large sunny double bedroom & luxury bathroom,12000497,Peter,,Dublin City,53.33208,-6.29582,Private room,95,3,126,2024-10-14,1.39,1,120,1,
3188621,Studio Room in Heart of Dublin Medieval City,16158874,Lina,,Dublin City,53.34213,-6.28813,Private room,71,30,241,2025-04-27,1.89,1,221,12,
3249669,"Large bright room, in the city.",4319848,Kitty,,Dublin City,53.34029,-6.24361,Private room,143,2,2,2015-06-03,0.02,1,42,0,
3281268,Modern Style,16583015,Seán,,Fingal,53.38873,-6.13044,Entire home/apt,400,4,22,2018-08-28,0.17,1,92,0,
3333378,Stunning Sea View Beachfront Apartment 5,15351872,Mary & Jason,,Fingal,53.52786,-6.08764,Entire home/apt,,2,188,2025-05-17,1.50,4,88,20,
3338823,"G4:2 Roomed Flat in Rathmines,Dublin 6",15097372,Gerry,,Dublin City,53.32928,-6.2672,Entire home/apt,,1,315,2024-08-30,2.37,2,0,16,
3389175,Modern 2 bedroom apartment near Temple Bar,4936901,Cir,,Dublin City,53.33965,-6.274,Entire home/apt,128,60,92,2019-11-15,0.69,1,61,0,
3394094,Very Central Single Room,7972293,Rose,,Dublin City,53.35277,-6.26669,Private room,79,3,271,2025-04-22,2.05,1,77,21,
3469741,Great city centre location,9382002,Maura,,Dublin City,53.353,-6.2587,Entire home/apt,,2,38,2024-11-17,0.29,1,0,14,
3474511,DUBLIN CITY CENTRE – Double Room,17501731,Kieran,,Dublin City,53.33531,-6.26685,Private room,116,2,757,2025-06-11,5.78,1,33,47,
3592153,"Victorian House
4 Bed City Centre
Ballsbridge
D4",17259900,Conor,,Dublin City,53.33219,-6.22718,Entire home/apt,855,2,209,2025-05-27,1.62,1,68,9,
3634410,Dublin townhouse in city - Perfect for New Year,18323987,Cathy,,Dublin City,53.33757,-6.23803,Entire home/apt,,4,73,2024-09-08,0.59,1,156,3,
3692952,Stylish 3-Bed Ranelagh – Minutes to Dublin City,18801793,Andrew,,Dublin City,53.32862,-6.25638,Entire home/apt,342,4,50,2025-06-09,0.38,1,40,7,
3698469,Dublin-Killiney-Period Villa-Room 2of2 + Breakfast,390963,Anthony,,Dn Laoghaire-Rathdown,53.24658,-6.12055,Private room,84,2,94,2025-06-08,0.79,2,257,8,
3746469,Twin Room in Dalkey priced per person,19164017,Annmarie,,Dn Laoghaire-Rathdown,53.2706,-6.11413,Private room,51,1,189,2025-06-05,1.43,2,329,51,
3749697,Single Room in Dalkey home,19164017,Annmarie,,Dn Laoghaire-Rathdown,53.272,-6.11282,Private room,60,1,277,2025-06-11,2.22,2,311,69,
3770752,Central Dublin Comfy Victorian Charm,19325587,Aoife,,Dublin City,53.3549,-6.26868,Private room,86,3,399,2025-06-10,3.02,3,89,27,
3789686,Waterfront Apartment in the Heart of Dublin City,13987224,Veronica,,Dublin City,53.34197,-6.23965,Private room,113,2,485,2025-05-28,3.67,1,201,43,
3841286,"great house near city centre, Aviva, RDS + more",17290408,Rebecca,,Dublin City,53.33848,-6.22666,Entire home/apt,298,2,15,2024-08-19,0.14,1,14,4,
3868060,Comfortable Room in family home,19970483,Estelle,,Dn Laoghaire-Rathdown,53.2869,-6.1802,Private room,55,729,6,2022-05-21,0.05,2,365,0,
3882631,Charming Coach House near City Center in Ranelagh,6618797,Rosie,,Dublin City,53.32513,-6.24906,Entire home/apt,209,3,225,2025-05-25,1.72,1,255,1,
3951360,Relaxing Beachside Room,19377734,Isobel,,Fingal,53.51934,-6.1036,Private room,79,1,230,2025-05-28,2.35,4,328,32,
3965249,"Beachside room, close to airport!",19377734,Isobel,,Fingal,53.518680572509766,-6.1028571128845215,Private room,77,1,265,2025-05-02,2.02,4,304,23,
3991589,Charming cottage close to town,20691615,Kirsty,,Dublin City,53.35649,-6.24096,Private room,67,5,187,2025-04-30,1.43,1,203,8,
4067786,Cultural Quarter Convenience near Dublin Castle,20808038,Tanya,,Dublin City,53.34451,-6.26749,Entire home/apt,200,28,42,2025-06-04,0.34,2,279,24,
4092157,Single bedroom available,10475485,J,,Dn Laoghaire-Rathdown,53.20845,-6.1237,Private room,49,1,21,2019-07-03,0.21,1,25,0,
4160003,Dublin/UCD/ RDS/St Vincent’s,21013528,Frances,,Dn Laoghaire-Rathdown,53.30735,-6.20986,Private room,49,1,29,2025-06-09,0.27,2,31,2,
4177992,Beautiful SINGLE ROOM IN CLONTARF,8760476,Clare,,Dublin City,53.36839,-6.18998,Private room,64,1,303,2025-05-30,2.43,5,293,54,
4178309,BEAUTIFUL DOUBLE ROOM IN SCENIC CLONTARF,8760476,Clare,,Dublin City,53.36768,-6.18928,Private room,65,1,288,2025-06-05,2.35,5,290,32,
4229727,Beautiful Double room clontarf,8760476,Clare,,Dublin City,53.36773,-6.1892,Private room,64,1,222,2025-06-06,1.89,5,307,32,
4229865,BEAUTIFUL  ROOM WITH TWIN BEDS,8760476,Clare,,Dublin City,53.36663041120419,-6.18880031645118,Private room,72,2,149,2025-06-06,1.19,5,296,24,
4230879,Cosy 3 BR House 15m From Centre,228263,Sarah,,Dublin City,53.357833973224146,-6.268419961345292,Entire home/apt,340,2,34,2025-05-10,1.28,1,136,19,
4261174,Dublin Eco Home,7354515,Serena,,Dublin City,53.31882,-6.31644,Entire home/apt,664,5,18,2024-05-22,0.22,1,144,0,
4294854,City Centre Apartment,22295110,Andrew,,Dublin City,53.34735,-6.27185,Private room,70,30,185,2019-09-26,1.43,1,30,0,
4302167,Perfect location to explore Dublin,22331062,Michael,,Dublin City,53.33967,-6.23031,Entire home/apt,,2,110,2024-10-17,0.85,1,0,10,
4310584,Bright en-suite bedroom + shared kitchen/dining,880723,Susan,,Dublin City,53.31181,-6.29115,Private room,80,4,172,2025-06-01,1.43,3,83,15,
4337495,Cottage near city centre - Ranelagh,22520231,Susan,,Dublin City,53.32982,-6.25938,Entire home/apt,108,1,80,2025-03-18,0.63,1,70,6,
4378260,"Cosy, very small room for one.  Female only.",1614756,Helena,,Dublin City,53.34855,-6.27742,Private room,73,2,165,2025-06-01,1.33,1,136,16,
4386838,"Bright, spacious city centre  apt",482199220,Ionela,,Dublin City,53.34446,-6.28059,Entire home/apt,427,2,12,2025-05-27,2.90,1,4,12,
4407415,Your private Bedroom-City Center,4972610,Olivier,,Dublin City,53.35528,-6.26152,Private room,,2,17,2025-03-09,0.14,1,0,1,
4446134,Large 5 bed home in Shankill Village South Dublin,23074368,Berna,,Dn Laoghaire-Rathdown,53.24059,-6.12642,Entire home/apt,450,3,36,2024-09-16,0.35,4,47,3,
4446326,"Twin Room in Shankill Village, South Dublin",23074368,Berna,,Dn Laoghaire-Rathdown,53.24044,-6.12693,Private room,85,1,46,2024-03-15,0.38,4,49,0,
4488728,1 Bed Apartment near city centre,19740223,Aoife,,Dublin City,53.31885,-6.26828,Entire home/apt,111,2,78,2025-05-30,0.63,2,3,3,
4492472,"Large, sunny room in quiet red brick terrace house",23303300,James Joseph,,Dublin City,53.33534,-6.28121,Private room,,2,36,2025-05-12,0.33,2,0,5,
4585502,`Downtown Dublin Penthouse.,13670448,Ronan,,Dublin City,53.34651,-6.24902,Entire home/apt,297,5,246,2025-06-01,1.93,1,154,42,
4604580,Twin Bedded room €90 per night Lite Breakfast Rm 1,23860388,Conor,,Fingal,53.38322067260742,-6.094991207122803,Private room,90,2,114,2025-04-06,1.17,1,349,14,
4630635,"Larkfield, Harold's Cross, Dublin 6W",23977500,Conor,,Dublin City,53.31898,-6.28561,Entire home/apt,333,2,12,2024-07-07,0.33,1,43,3,
4639862,Lovely 1 bedroom in the heart of Dublin 4,24023516,Bernadette,,Dublin City,53.33584,-6.22871,Private room,131,1,61,2025-06-07,1.84,2,142,21,
4665890,Rathmines Apartment 1,24141249,Siobhan,,Dublin City,53.31585,-6.26534,Entire home/apt,145,2,291,2025-06-05,2.39,7,166,65,
4699995,Bright modern loft apartment.,17841404,Sean,,Dublin City,53.40554,-6.28498,Entire home/apt,,7,5,2020-02-03,0.04,1,0,0,
4802792,"Luxury Home Malahide, Co. Dublin",24741454,Mark,,Fingal,53.44559440261362,-6.1792077496647835,Entire home/apt,,3,4,2024-07-29,0.34,1,176,4,
4804987,Studio Suite - Dublin 4,24753626,Laura,,Dublin City,53.33189,-6.24944,Entire home/apt,211,1,84,2025-04-23,0.68,2,205,7,
4857684,Unique exquisite beachfront property 2,15351872,Mary & Jason,,Fingal,53.52825,-6.08728,Entire home/apt,,2,208,2025-06-02,1.93,4,89,35,
4940924,Carrickmines,19714107,Brian,,Dn Laoghaire-Rathdown,53.24433,-6.18348,Private room,106,2,14,2024-05-26,0.14,1,365,0,
4963289,"Exquisite Private Suite in Malahide, Dublin.",25585623,Albert,,Fingal,53.44824,-6.13546,Private room,109,1,636,2025-06-11,5.07,1,71,49,
4965606,"3 Bed house , near sea , big lounge in Bayside",18466080,Anthony,,Fingal,53.38976,-6.1385,Entire home/apt,110,15,92,2024-09-28,0.74,2,43,1,
5003312,Welcome to our home!,1444317,Eamon And Soraya,,Dn Laoghaire-Rathdown,53.29432,-6.27728,Private room,50,1,40,2024-08-18,0.32,1,163,7,
5045518,2 bed house near city and airport,26048219,Pauline,,Dublin City,53.37738,-6.21664,Entire home/apt,148,7,83,2025-05-29,0.70,1,164,8,
5056234,"Large luxurious house. 4bed/4bath, 10mins to City",26106771,Ronan,,Dn Laoghaire-Rathdown,53.308929443359375,-6.234181880950928,Entire home/apt,354,4,155,2025-06-08,1.24,1,258,19,
5085323,"D4 quiet location near Aviva stadium, sea and city",26267564,Vivienne,,Dublin City,53.33563735495426,-6.225398819435257,Entire home/apt,216,4,1,2025-03-18,0.34,1,344,1,
5092800,Great Apartment in the city centre,26308394,Anna,,Dublin City,53.34532,-6.28312,Entire home/apt,,4,61,2024-10-20,0.48,1,0,14,
5122717,Rathmines Apt 2,24141249,Siobhan,,Dublin City,53.31585,-6.26534,Entire home/apt,112,2,325,2025-06-11,2.66,7,214,43,
5123315,Rathmines Apt 3,24141249,Siobhan,,Dublin City,53.31585,-6.26534,Entire home/apt,141,2,321,2025-06-06,2.65,7,195,78,
5140160,Cowper 415,24141249,Siobhan,,Dublin City,53.31632,-6.26362,Entire home/apt,152,2,257,2025-06-08,2.43,7,190,54,
5140379,Cowper 443,24141249,Siobhan,,Dublin City,53.31635,-6.26355,Entire home/apt,146,2,334,2025-06-11,2.65,7,164,78,
5166238,Bright Comfortable Double Dublin South.,26721551,Ann,,Dublin City,53.3109,-6.28622,Private room,40,1,95,2024-03-31,0.76,3,161,0,
5198526,Guest room in home away from home.,26889646,Gerard,,Dublin City,53.33851,-6.29102,Private room,120,3,252,2025-05-06,2.00,1,30,12,
5207710,Cosy Victorian Centre/3Arena/Conventions,19574297,Orla,,Dublin City,53.35293,-6.23494,Entire home/apt,,3,138,2025-06-03,1.10,1,158,8,
5218203,Comfortable Room with Two beds,19970483,Estelle,,Dn Laoghaire-Rathdown,53.28486,-6.17929,Private room,65,729,26,2023-09-03,0.21,2,365,0,
5251419,Sunlit Guinness House Beside the Phoenix Park.,22603887,James,,Dublin City,53.35262,-6.29586,Entire home/apt,305,2,140,2025-05-23,1.11,1,6,25,
5273761,Beautiful modern cosy apartment,27300935,Yvonne,,Dublin City,53.40309,-6.15406,Private room,49,2,305,2025-06-12,2.55,1,187,33,
5314113,City Centre Stylish Seaside Townhouse,26048716,Rercy,,Dublin City,53.33875,-6.23884,Entire home/apt,750,4,40,2025-05-26,0.37,1,11,6,
5337567,Duplex Penthouse with Skyline Views in the City,47395128,Stephen,,Dublin City,53.35135,-6.24822,Entire home/apt,,2,474,2025-06-04,3.79,1,288,54,
5458089,Restored Georgian Room Close to Heart of Dublin,11013512,Benjamin,,Dublin City,53.32844,-6.25069,Private room,101,2,463,2025-05-26,3.84,2,60,38,
5503634,3 double bedroom luxury Killiney,28545288,Muriel,,Dn Laoghaire-Rathdown,53.27209,-6.12299,Entire home/apt,120,28,0,,,1,79,0,
5577135,2 bedroom cottage in Ranelagh.,15560030,Matthew,,Dublin City,53.32341597043154,-6.248729872961294,Entire home/apt,95,1,47,2025-06-11,1.37,1,73,31,
