id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
597524321318044274,Cosy private room 20 minutes walk from O’Connel St,413848781,Denys,,Dublin City,53.36168,-6.25473,Private room,118,2,30,2025-04-06,0.98,1,359,5,
597896729650493435,Tranquil Double Room with Views of the River,8995254,David,,Dublin City,53.34664,-6.30651,Private room,104,15,27,2025-05-04,0.70,2,127,4,
598195609868748158,En suite in cosy home :),385716070,Karolina,,South Dublin,53.27166,-6.32815,Private room,60,1,6,2024-10-22,0.19,1,322,1,
598330985673286895,Central Trendy Luxury Apartment! 5*,36790457,Daniel,,Dublin City,53.34307363425308,-6.249637198907894,Entire home/apt,160,14,33,2025-03-29,0.97,8,89,12,
598486919679013939,NEWLY REFURBISHED 2BED WITH GARDEN GREAT LOCATION,31284582,Paul,,Dublin City,53.35455,-6.28828,Entire home/apt,,140,10,2024-03-30,0.26,81,0,0,
598519792514251719,3BR-2BA PH IN DUBLIN WITH PVT TERRACE-INDOOR SAUNA,123745971,Especial,,Dublin City,53.34116,-6.25573,Entire home/apt,,3,3,2023-09-02,0.08,21,0,0,
598881060323259301,Trendy Artistic Peaceful and Perfectly Located Apt,38622508,Sarah,,Dublin City,53.3315677,-6.2618091,Entire home/apt,344,2,17,2025-05-10,2.09,2,50,17,
599331670064333257,"4 Bedroom, 4 Bathroom Apts D",49352581,Tom,,Dublin City,53.38141,-6.23986,Entire home/apt,279,3,13,2024-08-15,0.36,16,19,2,
600795367837716230,"Adorable studio accommodation, beautiful location.",133060667,Karl,,South Dublin,53.27145,-6.34964,Entire home/apt,68,2,133,2025-06-08,3.45,1,215,39,
601830393275580130,Home from Home Cottage near Dublin.,67178061,Susan,,Dublin City,53.37206,-6.2057,Entire home/apt,225,3,55,2025-05-05,1.43,1,75,6,
603300035892224065,Dublin Dockland:Victorian Townhouse with fireplace,110926409,Ruchi,,Dublin City,53.33988,-6.23322,Entire home/apt,324,5,24,2025-04-11,0.65,1,329,7,
603481455083437741,Single bedroom in shared house,7754103,Paul,,Dublin City,53.35932,-6.30553,Private room,33,1,19,2025-05-29,0.50,5,23,7,
604189181032499768,Stylish + Stunning flat in central Dublin!,450732525,James,,Dublin City,53.3464,-6.26385,Entire home/apt,253,2,138,2025-05-31,3.74,2,92,46,
605782675754953067,Chalet room,62317031,Dayane,,South Dublin,53.3441,-6.41239,Private room,85,2,143,2025-05-17,3.83,1,54,40,
606220316552123618,Twin room with ensuite adjacent to our house,52298556,Declan,,Dublin City,53.38765,-6.25883,Private room,,2,61,2025-04-15,1.61,1,0,11,
606546088690825561,"Home in Stillorgan, Co. Dublin.",28126996,Cormac,,Dn Laoghaire-Rathdown,53.27487,-6.2014,Entire home/apt,,5,7,2024-07-24,0.30,2,204,2,
606925603329737352,Cozy bedroom in Glasnevin with a Cat,25761685,Andressa,,Dublin City,53.38253,-6.29034,Private room,66,2,26,2025-05-31,0.69,1,0,2,
607665402878878536,"Clongriffin, 3 Bedroom New Mid-Terraced House",9755029,Alberto,,Dublin City,53.40660951520173,-6.152353956081658,Entire home/apt,,14,0,,,1,12,0,
608452374286087734,Central Cosy Studio with Fast Reliable WIFI&TV,31284582,Paul,,Dublin City,53.35458755493164,-6.294787883758545,Entire home/apt,,14,10,2024-01-23,0.31,81,0,0,
608463756812372017,Newly Refurbished 2 bed with garden GREAT location,31284582,Paul,,Dublin City,53.3536376953125,-6.287203788757324,Entire home/apt,,14,10,2024-04-06,0.27,81,0,0,
608546991230613961,Apt 1 - 4 bed apartment 2km from Dublin City,455010911,Mark & Sean,,Dublin City,53.35894,-6.27616,Entire home/apt,215,2,105,2025-06-08,2.84,3,41,23,
608563945279913041,Apt 2 - Quiet 3 bed apartment 2km from Dublin City,455010911,Mark & Sean,,Dublin City,53.35957,-6.27782,Entire home/apt,193,2,109,2025-06-01,2.94,3,39,21,
609272698161303058,"Lovely room, King size bed & Full Private Bathroom",69309406,Eóin,,Fingal,53.380238,-6.388097,Private room,,1,142,2024-12-01,3.73,1,0,18,
609338827687541159,Lovely quiet Studio by Rathmines village,69683252,Daniel And G,,Dublin City,53.31946,-6.27082,Entire home/apt,86,14,22,2025-04-20,0.58,30,23,6,
610230171297950032,"Sunny ,cosy peaceful city ,space near the sea",129129512,Lucy,,Dublin City,53.36571,-6.23932,Private room,106,1,91,2025-05-28,2.41,1,349,17,
610627894163579866,Lovely 1 bedroom Condo with Garden facing Terrace,69683252,Daniel And G,,Dublin City,53.34668,-6.26411,Entire home/apt,183,4,99,2025-05-28,2.72,30,184,35,
610922341577535754,"Quirky eclectic interior, central location.",104813896,Aleksandra,,South Dublin,53.35946,-6.44778,Private room,59,2,14,2025-06-07,0.37,1,73,6,
611434782843472384,Beautiful Family Home in South Dublin City,58320890,Paul,,Dublin City,53.314369,-6.28647,Entire home/apt,,3,9,2024-07-08,0.26,1,0,3,
612869360636666640,Cosy Apartment Just off OConnell St Fast WIFI,31284582,Paul,,Dublin City,53.356239318847656,-6.260477066040039,Entire home/apt,166,14,65,2025-05-15,1.78,81,58,35,
613000631208754555,Lovely large one bedroom apartment in best spot!,33653402,Roisin,,Dublin City,53.33425,-6.23588,Entire home/apt,119,4,3,2024-07-01,0.08,1,68,1,
613093521028103821,Own door guest room in Blackrock.,258099174,Ciara,,Dn Laoghaire-Rathdown,53.28396739999999,-6.166832299999999,Entire home/apt,125,1,30,2025-06-01,2.63,2,63,30,
613455697472119023,New Stylish STUDIO APT  GREAT LOCATION city centre,31284582,Paul,,Dublin City,53.35679,-6.25997,Entire home/apt,,140,10,2024-02-01,0.28,81,0,0,
613550873519980485,Cosy Room in Penthouse City Centre Apartment,28224276,Adam,,Dublin City,53.345852,-6.279535,Private room,180,3,145,2025-06-11,3.82,1,24,44,
614941775525998050,Family House by the sea,118674014,Kasia,,Dn Laoghaire-Rathdown,53.29174,-6.15834,Entire home/apt,420,4,13,2025-05-24,0.57,1,49,9,
615228376644182129,Cosy flat located on town,211560253,Eider,,Dublin City,53.35652,-6.25473,Entire home/apt,122,1,4,2025-05-27,1.33,1,153,4,
615310318907840854,Rathmines 3 Bed Georgian Apartment,177833932,Anna,,Dublin City,53.31813,-6.26857,Entire home/apt,170,14,10,2024-07-20,0.28,213,276,3,
615820049186360026,Woodward Square by Dublin At Home,162402361,Ian,,Dn Laoghaire-Rathdown,53.26658,-6.20794,Entire home/apt,162,14,0,,,84,317,0,
615820499588877028,Woodward Square by Dublin At Home,162402361,Ian,,Dn Laoghaire-Rathdown,53.26658,-6.20794,Entire home/apt,162,14,3,2025-03-09,0.11,84,350,1,
615820762828647256,Woodward Square by Dublin At Home,162402361,Ian,,Dn Laoghaire-Rathdown,53.26658,-6.20794,Entire home/apt,162,14,2,2025-05-13,1.33,84,345,2,
615820845514350572,Woodward Square One by Dublin At Home,162402361,Ian,,Dn Laoghaire-Rathdown,53.26658248901367,-6.207938194274902,Entire home/apt,115,35,3,2024-05-26,0.08,84,356,0,
615839865523418225,Central King Room & Private Bathroom in Docklands,21365715,Christine,,Dublin City,53.337,-6.23667,Private room,130,2,62,2025-06-04,1.68,3,271,39,
615938728787531543,Perfectly located 4 bed home with garden,23135175,Karen,,Dn Laoghaire-Rathdown,53.26172,-6.1371,Entire home/apt,340,3,5,2024-08-01,0.14,1,269,1,
616489783607342296,Woodward Square by Dublin At Home,162402361,Ian,,Dn Laoghaire-Rathdown,53.26658248901367,-6.207938194274902,Entire home/apt,162,14,3,2025-05-19,0.08,84,352,2,
616497624417221439,Silicon Dock Terrace Suite,456776147,Renata,,Dublin City,53.33874,-6.23447,Entire home/apt,138,14,26,2025-05-22,0.70,4,137,3,
616549886241325049,"2 Bed Duplex Apt, in the heart of trendy Ranelagh!",36790457,Daniel,,Dublin City,53.3238,-6.25758,Entire home/apt,166,14,40,2025-05-28,1.06,8,344,20,
616596712019648775,Private room in a big house (Female only),130198800,Anshul,,Dublin City,53.34966,-6.34609,Private room,,2,3,2024-06-23,0.10,3,0,1,
617488283845300642,Lovely one double bedroom with free parking,68533880,Mavluda,,South Dublin,53.34256,-6.41745,Private room,,1,15,2024-10-07,0.40,1,0,3,
618208400873595737,Stunning 1 bedroom appartment in Grand Cannal,167567359,Nour,,Dublin City,53.34005,-6.23446,Entire home/apt,,5,26,2025-04-19,0.73,1,0,6,
618825758204877353,Top Floor 2 Bed Apartment w/ Spacious Balcony area,59238603,John,,South Dublin,53.30505,-6.30147,Entire home/apt,290,4,40,2025-05-25,1.17,1,311,14,
618850669607219856,"Cosy, cheerful townhouse surrounded by parks",6515831,Elaine,,Dublin City,53.34335,-6.32954,Entire home/apt,80,7,4,2024-08-17,0.11,2,21,1,
620685868687128591,*GREAT LOCATION 1 BEDROOM APARTMENT*RELIABLE WIFI,31284582,Paul,,Dublin City,53.35738,-6.26019,Entire home/apt,,14,21,2024-09-17,0.58,81,0,5,
621262539646821427,single bedroom,457785764,Steven,,South Dublin,53.31840817898435,-6.413828817067577,Private room,37,1,12,2025-05-26,0.79,1,166,9,
622232343088480500,Windmill lane,194135584,Geraldine,,Dublin City,53.34633,-6.2428,Entire home/apt,522,30,50,2025-06-01,1.33,1,340,14,
622306324260437545,"Private room-city centre location,airport bus 5min",53557597,Emma,,Dublin City,53.36262,-6.26164,Private room,,2,62,2024-05-12,1.69,1,0,0,
622316413046072771,"Bright 1 bedroom home, close to city centre",173765920,Joanna,,Dublin City,53.35808,-6.23786,Entire home/apt,131,2,7,2022-09-18,0.19,1,17,0,
622324389991621812,City Centre Living in the Cool Smithfield Area.,41947241,Paul,,Dublin City,53.34795,-6.27588,Entire home/apt,148,2,55,2025-05-25,1.52,9,255,20,
622394982112685662,Cheerful three bedroom home in Lucan,6621187,Kevin,,South Dublin,53.353,-6.46309,Entire home/apt,180,15,60,2024-07-23,1.66,1,204,2,
622880212930768940,Spacious 3 bed home 10 mins walk from City Centre,14919504,Daragh,,Dublin City,53.32577,-6.25921,Entire home/apt,542,2,47,2024-08-26,1.25,1,11,16,
622881347024684215,Cheerful townhouse,9680930,Nathália,,Dublin City,53.37699,-6.32053,Entire home/apt,,2,25,2025-03-19,0.68,1,0,6,
623023782596284102,City Mews in Donnybrook Village  D4 3 Beds,74264977,Marie,,Dublin City,53.32262,-6.23682,Entire home/apt,162,14,13,2025-06-04,0.38,1,143,6,
623633027873529955,Hidden Mews in Dublin 6,381199883,Eddie,,Dublin City,53.32014,-6.27404,Entire home/apt,117,3,39,2025-06-03,1.05,1,138,14,
623652614747936892,Adorable Studio Room,422553024,Asile,,Dublin City,53.39502,-6.27532,Entire home/apt,117,1,213,2025-05-28,5.69,2,101,52,
624470024607049912,Rathmines 2 bedroom Condo,69683252,Daniel And G,,Dublin City,53.31929,-6.27085,Entire home/apt,150,21,6,2024-08-25,0.16,30,319,2,
625108970162024343,"4bed house,big garden close to the sea & the city",29578612,Patricia,,Dn Laoghaire-Rathdown,53.30704,-6.21097,Entire home/apt,,3,9,2024-08-05,0.26,1,0,3,
625115552783404762,Cozy Single Room in the heart of Dublin,216900338,Julia,,Dublin City,53.3399,-6.28059,Private room,57,4,12,2025-05-26,0.34,1,8,3,
625213467659821870,Cheerful Red Brick Double Room in the City Centre,23103720,Niall,,Dublin City,53.35086,-6.27196,Private room,72,1,245,2025-06-02,6.63,1,59,58,
625307813501493512,"Seaside, entire one-bed home beside all amenities",24360162,Yvonne,,Fingal,53.39073,-6.12229,Entire home/apt,200,3,4,2023-05-08,0.11,1,255,0,
625641253273473154,COSY DOUBLE WITH ENSUITE,78473596,Patricia,,Dn Laoghaire-Rathdown,53.27923,-6.24814,Private room,121,1,26,2024-08-31,0.71,3,243,6,
626450633131944568,"Welcoming family home for city, sea, country",16243579,Astrid,,Dn Laoghaire-Rathdown,53.27551,-6.17347,Entire home/apt,255,5,5,2025-03-17,0.14,1,98,1,
626641385036668816,"Seashell, beach edge cottage",20109859,Katy,,Fingal,53.52479,-6.08515,Entire home/apt,108,2,123,2025-06-11,3.31,2,290,38,
626738710277393743,1BR SUITE APT IN THE HEART OF CITY CENTRE-DUBLIN-2,123745971,Especial,,Dublin City,53.33928,-6.25678,Entire home/apt,,3,0,,,21,0,0,
626757319389837966,1BR SUITE APT IN THE HEART OF CITY CENTRE-DUBLIN-2,123745971,Especial,,Dublin City,53.33924,-6.25703,Entire home/apt,,3,0,,,21,0,0,
626768127998036941,1BR SUITE APT IN THE HEART OF CITY CENTRE-DUBLIN-2,123745971,Especial,,Dublin City,53.33945,-6.25691,Entire home/apt,,3,2,2022-10-15,0.06,21,0,0,
626782896986032946,TRANQUIL 2BR SUITE APT IN THE HEART OF DUBLIN-2!!,123745971,Especial,,Dublin City,53.34129,-6.25545,Entire home/apt,,3,5,2024-05-23,0.14,21,0,0,
626797399270732166,TRANQUIL 2BR SUITE APT IN THE HEART OF DUBLIN-2!!,123745971,Especial,,Dublin City,53.339461612902646,-6.256299902006408,Entire home/apt,,3,19,2024-07-18,0.55,21,0,5,
626804768334643061,TRANQUIL 2BR SUITE APT IN THE HEART OF DUBLIN-2!!,123745971,Especial,,Dublin City,53.33955731007002,-6.257206393035348,Entire home/apt,,3,15,2024-09-02,0.45,21,0,5,
627481834550584178,Bright 1 bed private room in Dublin 8,17489924,Sue,,Dublin City,53.333675,-6.273366,Private room,,1,62,2024-11-24,1.68,1,0,17,
627607493653004766,"Location, Location, Location! Heart of Dublin",59920509,Clark,,Dublin City,53.34345,-6.26858,Entire home/apt,126,14,19,2025-05-25,0.52,5,296,12,
627645257458775824,"Large double Room, 15mins from Dublin Airport",310928899,James,,Dublin City,53.376569600035545,-6.240623595322838,Private room,103,1,124,2025-01-14,3.65,2,1,20,
628006307899461981,"Brand New 1 Bedroom Apartment, Dublin City (3)",459340688,Noel,,Dublin City,53.34,-6.274135,Entire home/apt,153,3,129,2025-06-02,3.49,4,49,42,
628071384444128607,"Contemporary Spacious 4 bed home, close to Luas",53916225,Paula,,Dn Laoghaire-Rathdown,53.27939,-6.24781,Entire home/apt,342,6,8,2024-09-02,0.23,1,115,3,
628095996949289096,"Beautiful single/Double room, open plan modern Apt",20794061,Carlos,,Dublin City,53.38291,-6.2113,Private room,95,2,13,2024-08-25,0.35,1,356,1,
628677917476552078,Charming Home 7 minutes from Dublin Airport,455121560,Angela,,Fingal,53.478451,-6.193503,Private room,85,1,68,2024-10-13,1.83,2,76,9,
628983999286384562,Perfectly Located - Spacious 3B/R 4bed Family Home,354227928,Jason,,Fingal,53.39757,-6.14187,Entire home/apt,331,6,10,2024-08-17,0.29,1,117,6,
629002894999042361,Twin room 7 minutes from Dublin Airport,455121560,Angela,,Fingal,53.48625,-6.15088,Private room,,1,27,2025-05-24,0.72,2,348,2,
629024501016196276,Private Studio in Quiet Townhouse with King bed,2615565,Ronan,,Dublin City,53.35772,-6.24037,Entire home/apt,111,15,70,2025-05-28,1.89,4,329,6,
629380913066918457,Charming 1 bed Unique Flat in Dublin,15183105,AnnMarie,,Dn Laoghaire-Rathdown,53.30401,-6.2493,Entire home/apt,171,2,81,2024-09-01,2.17,1,309,10,
629419420724708343,"Cosy 3 Bedrooms house, close to Dublin City Center",445826113,Angelica,,South Dublin,53.34762,-6.43308,Entire home/apt,229,2,126,2025-06-07,4.73,1,265,35,
629455808270484020,Apt 3 - Quiet 3 bed apartment 2km from Dublin City,455010911,Mark & Sean,,Dublin City,53.35909,-6.2775,Entire home/apt,181,2,79,2025-06-08,2.14,3,44,22,
629546469579195508,4 bedroom family home in Dun Laoghaire -by the sea,127177559,Nerissa,,Dn Laoghaire-Rathdown,53.288498,-6.130143,Entire home/apt,420,4,12,2025-04-23,0.34,1,39,5,
629616750634622406,En-suite room with Sea&Mountain view in Sandyford,459735595,Farid,,Dn Laoghaire-Rathdown,53.27593,-6.2058,Private room,88,1,115,2025-06-07,3.13,2,343,33,
630069311331811015,"Available to stay more than month, ask the price!",178211580,Lilianna,,South Dublin,53.27478,-6.34005,Private room,85,1,19,2025-05-25,0.51,3,0,5,
630091526203141389,GREAT CITY CENTRE LOCATION SPACIOUS 2 BED APT,31284582,Paul,,Dublin City,53.35442,-6.26122,Entire home/apt,,14,10,2023-11-03,0.27,81,0,0,
630124380816325095,COSY STUDIO IN GREAT CITY CENTRE LOCATION,31284582,Paul,,Dublin City,53.35694,-6.26192,Entire home/apt,,14,23,2024-09-17,0.65,81,0,9,
630146424352961111,Cosy Studio OFF OConnell street*TV & Reliable WIFI,31284582,Paul,,Dublin City,53.3567,-6.26013,Entire home/apt,,14,11,2023-09-17,0.31,81,0,0,
631076952439016822,"2 Bedroom, 2 Bathroom Apt M",49352581,Tom,,Dublin City,53.38213,-6.24123,Entire home/apt,135,3,25,2024-08-13,0.69,16,24,3,
631101216686162666,Silicon Dock Skyline Suite,456776147,Renata,,Dublin City,53.33883,-6.23338,Entire home/apt,130,14,25,2025-05-13,0.72,4,83,5,
631205909560438109,Central Apartment by Temple Bar,190746915,Avni,,Dublin City,53.343658,-6.271,Entire home/apt,,3,6,2023-05-08,0.16,3,1,0,
632560789382376971,Charming Victorian Split Level Villa,460381583,Blathnaid,,Dn Laoghaire-Rathdown,53.291748,-6.151818,Entire home/apt,500,2,31,2025-06-04,0.85,1,239,8,
632658501388757069,Mattew& Roberta cosy house. 2Double room in Dublin,283480692,Matteo,,Dublin City,53.39911,-6.18992,Private room,74,1,25,2025-06-12,1.12,1,346,10,
633118726136671238,Home Sweet Home,22919463,Adaleza,,Dn Laoghaire-Rathdown,53.261463,-6.200977,Private room,,2,37,2024-07-24,1.30,1,0,7,
633204363841449215,The Birches,460533388,Michael,,Fingal,53.536129,-6.16177,Private room,120,1,14,2024-08-25,0.38,2,347,1,
633708882060466511,The Birches,460533388,Michael,,Fingal,53.53656,-6.16214,Private room,120,1,8,2024-08-25,0.22,2,347,1,
633721648861507017,Bright modern 2 bed in the heart of Dalkey village,148911592,John,,Dn Laoghaire-Rathdown,53.2774,-6.10435,Entire home/apt,200,3,9,2022-10-03,0.24,1,308,0,
633759975656484311,Cheap room in central location with free  parking,81711775,Ruth,,Dublin City,53.32535,-6.31504,Private room,121,1,21,2022-09-26,0.58,1,358,0,
633762898786988844,GuestReady - Sea View Flat,459139845,Karim,,Fingal,53.45364,-6.15443,Entire home/apt,230,1,15,2024-05-28,0.41,1,124,0,
633849101523758201,Breathtaking sea view &  Self serving breakfast,274559469,Monica,,Fingal,53.58068,-6.11527,Private room,157,1,24,2024-09-15,0.65,1,361,4,
633957220994792811,Lovely double room near CC. Gay friendly.,233934352,Francis,,Dublin City,53.36232,-6.26247,Private room,103,2,29,2025-05-26,1.31,1,168,17,
634653853279791523,Quiet private Bedroom with single bed for 1 person,2615565,Ronan,,Dublin City,53.3565,-6.24336,Private room,48,16,46,2025-05-26,1.25,4,66,9,
635142366189501821,City Centre Double room,64185247,Sarah,,Dublin City,53.360270956662745,-6.263607367698778,Private room,,2,15,2025-05-25,0.63,1,0,4,
635173817219022261,Quiet D7 Stoneybatter gem-parking & patio,460286451,Mary,,Dublin City,53.350082,-6.280528,Entire home/apt,165,3,70,2025-05-26,1.93,1,26,26,
635838890417156094,"Splendid 4 bed family home  in Ranelagh, Dublin 6",445964423,Denis,,Dublin City,53.316372,-6.256575,Entire home/apt,600,14,3,2024-07-24,0.09,1,296,1,
636003298289361870,Suitable for female  guests only please.,14491255,Eileen,,Dn Laoghaire-Rathdown,53.283493462425376,-6.1527203766934955,Private room,55,2,16,2025-05-25,0.67,3,60,6,
636017120074285014,1 double bed•1 private bathroom,262275112,David,,Dublin City,53.39283,-6.228203,Private room,78,1,32,2025-06-10,2.77,1,146,32,
636586208086946197,3 bedroom Townhouse in Dublin city  Centre,302973599,Daragh,,Dublin City,53.34804,-6.29209,Entire home/apt,351,2,192,2025-06-07,5.38,1,250,52,
636615976225539741,Charming Townhouse in Ringsend,68223826,Fidelma,,Dublin City,53.34141,-6.23237,Entire home/apt,,28,51,2024-09-08,1.43,1,0,8,
636952084145469295,GuestReady - Beautiful Apartment in Dublin 4,9822677,Georgie,,Dublin City,53.34347,-6.22705,Entire home/apt,153,1,41,2024-11-10,1.21,1,330,10,
636987922947803234,Quaint cottage with loft style bedroom.,82090030,Fiona,,Dublin City,53.32230758666992,-6.250639915466309,Entire home/apt,154,1,167,2025-06-01,4.64,1,119,101,
637672317605004221,Lovely double room,39030238,Niamh,,Fingal,53.3876,-6.37493,Private room,72,1,66,2025-05-18,1.79,1,58,19,
637766948475056806,Comfy nest in Portobello,131977253,Stefan&James,,Dublin City,53.33299,-6.27105,Entire home/apt,,2,165,2025-05-27,4.50,7,3,73,
638112412783071637,Cosy one bedroom house,120674249,Chris,,Dn Laoghaire-Rathdown,53.28432,-6.26182,Entire home/apt,81,2,0,,,1,71,0,
638325884132190562,Rooftop studio Dublin #2,50136633,Tomas,,Dublin City,53.34718,-6.28082,Private room,130,1,137,2025-06-01,3.75,3,22,63,
638862527188764145,Workers lodge on apple farm open plan 2000sq ft.,50179917,Rita,,South Dublin,53.30735,-6.44117,Entire home/apt,700,1,0,,,1,270,0,
638963163172102841,3 bedroom house by Dublin mountains with hot tub,12007325,Laura,,Dn Laoghaire-Rathdown,53.251228,-6.204588,Entire home/apt,,3,4,2024-08-18,0.11,1,0,1,
639538201760481261,Lovely Renovated Large Spacious Georgian Studio,31284582,Paul,,Dublin City,53.35603332519531,-6.260879039764404,Entire home/apt,,14,16,2024-01-25,0.45,81,0,0,
639560866010755817,Spacious 2bed apartment city centre,31284582,Paul,,Dublin City,53.35022,-6.269754,Entire home/apt,,14,27,2024-09-27,0.78,81,0,12,
639569976601353079,Beautiful bedroom in a nice location in Dublin,21113315,Miguel,,Dublin City,53.359909,-6.288535,Private room,109,1,84,2024-05-19,2.34,1,10,0,
639619439274251596,Lovely single room in a spacious apartment,121088890,Emily,,Dublin City,53.32618,-6.21465,Private room,71,1,248,2025-06-04,6.77,1,6,67,
639857070284458700,2 Bed Town House in a very Historic area,462081016,Michael,,Dublin City,53.3402099,-6.3110359,Entire home/apt,175,7,5,2023-05-09,0.15,1,277,0,
639959227339556855,Large Bedroom in Stunning Period Home - Sleeps 2/3,3421251,Barry,,Dublin City,53.3549245,-6.2711811,Private room,200,1,23,2025-06-08,0.64,1,219,10,
640247908331213664,Beautiful 1 bedroom apartment Dublin City (1),459340688,Noel,,Dublin City,53.339999,-6.2741352,Entire home/apt,170,3,116,2025-05-22,3.17,4,66,41,
640350801624502606,Guestready - Enchanting 2BR Flat in Newmarket Hall,455955236,David,,Dublin City,53.3391,-6.27538,Entire home/apt,,1,113,2025-05-08,3.11,2,127,22,
640390156421808724,Stylish Dublin City Apartment (4),459340688,Noel,,Dublin City,53.34061,-6.27531,Entire home/apt,162,3,123,2025-05-27,3.38,4,52,40,
640593765730786274,Architect Designed Two Bedroom City Centre Mews.,76896588,Robert,,Dublin City,53.35548,-6.27101,Entire home/apt,300,3,125,2025-06-08,3.43,3,267,36,
640652646225080788,Cosy double bedroom,19193428,Patrick David,,Dn Laoghaire-Rathdown,53.2851,-6.14679,Private room,81,28,26,2024-10-05,0.76,1,54,2,
641316145082773520,2 Bedroom 2 Bathroom Apt R,49352581,Tom,,Dublin City,53.38029374260506,-6.24013181737645,Entire home/apt,,3,20,2025-06-09,0.83,16,9,9,
641316235858074108,2 Bedroom 2 Bathroom Apt O,49352581,Tom,,Dublin City,53.3806,-6.24008,Entire home/apt,135,3,25,2024-08-30,0.69,16,17,12,
642351883562305289,"Ensuite double room, king bed",4927572,Martin,,South Dublin,53.28088417483721,-6.419315205590379,Private room,48,18,1,2023-09-07,0.05,2,61,0,
642728863354933657,2 bedroom home in scenic Dalkey,96894421,Brian,,Dn Laoghaire-Rathdown,53.27528710469359,-6.108107417821884,Entire home/apt,,3,6,2024-09-26,0.25,1,0,3,
643172988429764137,Stylish Apartment  Heart of Rathmines with Balcony,25219307,Olivier,,Dublin City,53.324,-6.26252,Entire home/apt,,2,5,2025-02-02,0.14,1,2,1,
643225783211428562,House with garden & separate office,16935024,Vere,,Dublin City,53.32803,-6.29728,Entire home/apt,150,10,1,2024-01-29,0.06,1,83,0,
643263358574568841,Cosy Central 2-Bed Apartment FAST WIFI &TV,31284582,Paul,,Dublin City,53.3560315,-6.260879099999999,Entire home/apt,,14,20,2024-09-28,0.55,81,0,6,
643418610049044262,"Excellent location in D4. 
Large 4 bed & garden",37072863,Shauna,,Dublin City,53.31595859999999,-6.2097532,Entire home/apt,620,14,1,2023-08-08,0.04,1,25,0,
643474669411343893,"Lovely room for 3 guests, in a duplex",156104883,Anatolie,,Dublin City,53.4058081,-6.2844866,Private room,105,1,35,2025-06-02,0.97,1,78,12,
643525818693376762,2 Bedrooms Gem near Grand Canal Dock,462927268,Avril,,Dublin City,53.34426,-6.23702,Entire home/apt,278,2,36,2025-06-01,0.99,1,57,16,
644059573780077100,"Luxury home 4-bedroom, 10 min walk from the sea",5614856,Frederic,,Dn Laoghaire-Rathdown,53.28707,-6.14048,Entire home/apt,540,3,8,2025-05-26,0.23,1,217,2,
644062424511056792,Lovely One bedroom apartment Dublin City (2),459340688,Noel,,Dublin City,53.34115,-6.27332,Entire home/apt,158,3,120,2025-05-24,3.29,4,69,43,
644121433786058477,New & bright 4 bedroom home in leafy South Dublin.,38478460,Noirin,,Dn Laoghaire-Rathdown,53.27784,-6.22929,Entire home/apt,374,5,16,2024-09-01,0.46,1,30,6,
644252309708397925,Comfy apartment near Dublin Airport,2038146,Annamie,,Fingal,53.55719,-6.28574,Entire home/apt,63,1,302,2025-05-30,8.30,1,193,100,
644508965596168012,Modern duplex in the heart of town,101488570,Mounir,,Dublin City,53.344650412563084,-6.2682996690273285,Entire home/apt,,5,1,2022-08-07,0.03,1,0,0,
644574054988405943,"Peaceful + Charming 2 BR Home in Rathmines, Dublin",450732525,James,,Dublin City,53.32242,-6.26113,Entire home/apt,155,2,26,2025-06-04,0.78,2,83,13,
644646631075769694,UCD/ St Vincent’s/RDS/Spacious bright room.,21013528,Frances,,Dn Laoghaire-Rathdown,53.30695,-6.21131,Private room,65,1,21,2025-06-11,0.57,2,22,6,
644786880283357543,"A comfortable, centrally located bolthole awaits.",89372096,Kevin,,Dublin City,53.35888213470941,-6.264334157672122,Private room,175,100,68,2025-06-08,2.02,1,128,12,
644818580119651887,Two Bedrooms in  Cottage in heart of Dublin,463231133,Elaine,,Dublin City,53.34183,-6.29757,Private room,93,2,38,2024-11-17,1.04,1,61,8,
644926657270933390,"Sefton Hall, Foxrock",419800170,Patrick,,Dn Laoghaire-Rathdown,53.27677359904531,-6.185040836932613,Entire home/apt,,4,4,2023-09-10,0.17,1,0,0,
644995335808647790,2 Bedroom 2 Bathroom Apt Q,49352581,Tom,,Dublin City,53.38003,-6.23982,Entire home/apt,,3,22,2024-09-02,0.61,16,0,6,
645008568285349078,Clonsilla Double Room: 30 min to Dublin Connolly!,26740861,Pádraig,,Fingal,53.38769,-6.42893,Private room,98,2,10,2024-08-26,0.28,1,363,1,
645332951266963876,10 minutes from city centre - Cosy Double Room,70135374,Rogerio,,Dublin City,53.36552,-6.28705,Private room,,2,120,2025-05-27,3.29,7,0,18,
645491456495654334,Family Bliss Playground House 5m clonsilla station,15681018,Cidália,,Fingal,53.38516252126256,-6.417723186314106,Entire home/apt,180,5,11,2024-08-27,0.37,1,36,4,
646126070763368486,Period family home next to Dublin bay waterfront,16205365,Pauline,,Dublin City,53.363295885558976,-6.2176395550633154,Entire home/apt,540,3,0,,,1,348,0,
646214304522024300,Bright 1 bed condo near  Dublin City,445632319,John,,Dublin City,53.37482,-6.24078,Entire home/apt,133,2,142,2025-06-08,3.89,1,75,39,
